age,workclass,education,marital.status,income
40,Private,Bachelors,Married,<=50K.
49,Private,7th-8th,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
77,Private,Some-college,Widowed,<=50K.
46,Private,HS-grad,Married,>50K.
41,Private,Some-college,Separated,<=50K.
28,Private,1st-4th,Never Married,<=50K.
21,Private,HS-grad,Married,<=50K.
24,Private,12th,Never Married,<=50K.
36,Private,HS-grad,Married,<=50K.
23,Govt,Some-college,Never Married,<=50K.
38,Govt,HS-grad,Married,<=50K.
29,Self,HS-grad,Married,<=50K.
38,Private,Some-college,Married,>50K.
47,Govt,Bachelors,Never Married,>50K.
39,Govt,Masters,Divorced,<=50K.
40,Govt,Bachelors,Married,<=50K.
21,NA,Some-college,Never Married,<=50K.
32,Private,HS-grad,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
44,Govt,HS-grad,Married,<=50K.
37,Private,Some-college,Separated,<=50K.
70,Private,Bachelors,Widowed,<=50K.
51,Private,Masters,Married,>50K.
66,Private,9th,Separated,<=50K.
57,Self,Some-college,Married,<=50K.
36,Private,Some-college,Married,>50K.
48,Self,Bachelors,Divorced,>50K.
24,NA,HS-grad,Married,<=50K.
51,Private,Masters,Married,>50K.
43,Private,Bachelors,Married,>50K.
27,Private,HS-grad,Married,<=50K.
32,Private,Bachelors,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
33,Private,Some-college,Divorced,<=50K.
19,Private,Some-college,Never Married,<=50K.
32,Govt,Some-college,Married,>50K.
35,Private,Prof-school,Never Married,>50K.
26,Private,HS-grad,Married,<=50K.
39,Private,HS-grad,Never Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
45,Private,Some-college,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
49,Govt,Bachelors,Married,<=50K.
35,Govt,Masters,Never Married,<=50K.
30,Private,HS-grad,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
33,Private,Bachelors,Married,<=50K.
35,Private,HS-grad,Married,<=50K.
31,Private,Masters,Married,<=50K.
20,Private,11th,Never Married,<=50K.
44,Private,HS-grad,Married,<=50K.
33,Self,HS-grad,Married,<=50K.
50,Private,Some-college,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
28,Govt,HS-grad,Married,<=50K.
60,Govt,Bachelors,Married,>50K.
38,Govt,Assoc-voc,Married,<=50K.
38,Private,Some-college,Married,<=50K.
57,Govt,Bachelors,Never Married,<=50K.
50,Private,HS-grad,Married,>50K.
39,Govt,11th,Divorced,<=50K.
69,Govt,HS-grad,Married,<=50K.
51,Govt,Assoc-voc,Divorced,>50K.
42,Private,HS-grad,Married,<=50K.
53,Private,Bachelors,Married,>50K.
37,Private,Bachelors,Married,<=50K.
37,Private,10th,Married,<=50K.
38,Private,HS-grad,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
38,Govt,Some-college,Separated,<=50K.
52,Private,Assoc-voc,Married,>50K.
48,Self,Assoc-voc,Married,>50K.
30,Private,Assoc-voc,Married,>50K.
37,Self,HS-grad,Married,>50K.
47,Private,HS-grad,Married,<=50K.
33,Govt,Bachelors,Divorced,<=50K.
33,Private,HS-grad,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
41,Govt,Bachelors,Divorced,<=50K.
32,Private,Some-college,Married,>50K.
54,Self,HS-grad,Married,<=50K.
36,Govt,Bachelors,Married,<=50K.
46,Private,Bachelors,Never Married,<=50K.
45,Private,Bachelors,Married,>50K.
18,Private,Some-college,Never Married,<=50K.
62,Private,Some-college,Married,<=50K.
33,Private,HS-grad,Married,<=50K.
42,Private,HS-grad,Divorced,<=50K.
18,Private,Some-college,Never Married,<=50K.
32,Private,Assoc-voc,Divorced,<=50K.
43,Private,7th-8th,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
50,Private,Bachelors,Divorced,<=50K.
42,Govt,Doctorate,Married,>50K.
36,Private,HS-grad,Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
30,Private,HS-grad,Married,<=50K.
33,Self,HS-grad,Never Married,<=50K.
43,Govt,Assoc-acdm,Married,<=50K.
38,Private,Some-college,Married,<=50K.
34,Govt,Bachelors,Never Married,<=50K.
40,Private,Some-college,Separated,<=50K.
40,Private,HS-grad,Married,<=50K.
41,Govt,Prof-school,Married,>50K.
57,Private,Some-college,Married,>50K.
65,Govt,Masters,Married,<=50K.
52,Govt,Some-college,Married,<=50K.
59,Private,Prof-school,Married,>50K.
18,Private,HS-grad,Never Married,<=50K.
48,Private,Assoc-acdm,Married,<=50K.
45,Private,5th-6th,Divorced,<=50K.
24,Private,HS-grad,Married,<=50K.
27,Govt,Assoc-acdm,Never Married,<=50K.
40,Private,Masters,Married,>50K.
44,Govt,Bachelors,Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
71,Private,Prof-school,Married,<=50K.
17,Private,12th,Never Married,<=50K.
57,Self,Some-college,Married,<=50K.
71,NA,Bachelors,Married,>50K.
37,Private,Doctorate,Married,<=50K.
33,Private,HS-grad,Married,<=50K.
41,Private,HS-grad,Married,<=50K.
25,Private,Bachelors,Never Married,<=50K.
42,Self,HS-grad,Married,<=50K.
18,NA,11th,Never Married,<=50K.
34,Private,HS-grad,Never Married,<=50K.
57,NA,10th,Married,<=50K.
27,Govt,Bachelors,Never Married,<=50K.
46,NA,Bachelors,Divorced,<=50K.
64,NA,11th,Widowed,<=50K.
24,Private,Bachelors,Never Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
33,Private,Some-college,Married,<=50K.
58,Self,Assoc-voc,Divorced,<=50K.
25,Private,9th,Married,<=50K.
44,Private,Masters,Never Married,<=50K.
53,Govt,HS-grad,Married,>50K.
38,Govt,HS-grad,Married,>50K.
36,Private,Bachelors,Never Married,>50K.
25,Govt,HS-grad,Never Married,<=50K.
54,Govt,Bachelors,Divorced,<=50K.
31,Private,12th,Separated,<=50K.
18,Govt,HS-grad,Never Married,<=50K.
40,Private,HS-grad,Divorced,<=50K.
26,Private,Some-college,Married,<=50K.
68,NA,Doctorate,Married,>50K.
33,Private,Bachelors,Never Married,<=50K.
22,Private,Assoc-acdm,Never Married,<=50K.
50,Govt,Some-college,Married,<=50K.
24,NA,Bachelors,Never Married,<=50K.
44,Private,HS-grad,Divorced,<=50K.
37,Private,HS-grad,Never Married,<=50K.
34,Self,Bachelors,Married,<=50K.
45,Govt,Some-college,Widowed,>50K.
77,NA,Masters,Married,>50K.
25,Private,10th,Married,<=50K.
20,Private,Some-college,Separated,<=50K.
46,Govt,HS-grad,Never Married,<=50K.
26,Private,Assoc-acdm,Never Married,<=50K.
45,Private,1st-4th,Married,<=50K.
70,NA,HS-grad,Widowed,<=50K.
57,Private,HS-grad,Married,>50K.
28,Private,Assoc-voc,Never Married,<=50K.
35,NA,Assoc-acdm,Married,<=50K.
36,Private,Some-college,Married,>50K.
32,Private,HS-grad,Never Married,<=50K.
29,Private,Bachelors,Never Married,>50K.
36,Private,Bachelors,Divorced,<=50K.
19,Private,HS-grad,Never Married,<=50K.
27,Private,Bachelors,Never Married,<=50K.
48,Private,Masters,Married,>50K.
49,Self,Bachelors,Married,<=50K.
55,Private,Masters,Married,>50K.
61,Private,HS-grad,Divorced,<=50K.
42,Govt,Some-college,Married,>50K.
42,Govt,Assoc-acdm,Divorced,<=50K.
30,Govt,Assoc-voc,Married,<=50K.
32,Self,HS-grad,Married,<=50K.
37,Private,Some-college,Married,>50K.
35,Private,Some-college,Married,<=50K.
30,Private,Assoc-voc,Married,<=50K.
30,Private,Prof-school,Married,>50K.
55,Private,Some-college,Married,>50K.
36,Private,Some-college,Married,<=50K.
33,Private,HS-grad,Never Married,<=50K.
56,Govt,Bachelors,Married,>50K.
26,Private,Assoc-voc,Married,<=50K.
37,Private,HS-grad,Married,<=50K.
28,Private,HS-grad,Never Married,<=50K.
38,Private,HS-grad,Married,<=50K.
76,NA,HS-grad,Married,<=50K.
35,NA,Some-college,Never Married,<=50K.
48,Private,Some-college,Widowed,<=50K.
35,Private,Assoc-acdm,Married,<=50K.
39,Govt,Bachelors,Married,<=50K.
64,Private,HS-grad,Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
45,Govt,Bachelors,Married,>50K.
27,Private,5th-6th,Married,<=50K.
43,Govt,HS-grad,Divorced,>50K.
23,Private,Some-college,Never Married,<=50K.
25,Private,10th,Never Married,<=50K.
39,Private,Masters,Married,>50K.
63,Private,HS-grad,Married,<=50K.
37,Private,Prof-school,Married,>50K.
26,Govt,HS-grad,Married,<=50K.
33,Private,Bachelors,Never Married,<=50K.
45,Self,Bachelors,Married,<=50K.
28,Private,Some-college,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
34,Private,HS-grad,Married,<=50K.
34,Private,Some-college,Married,<=50K.
41,Private,HS-grad,Married,>50K.
38,Private,Some-college,Married,>50K.
36,Private,Bachelors,Married,>50K.
38,Private,Some-college,Married,<=50K.
46,Self,Bachelors,Married,>50K.
43,Self,Bachelors,Married,<=50K.
49,Private,Some-college,Widowed,<=50K.
26,Govt,Bachelors,Never Married,<=50K.
28,Private,HS-grad,Divorced,<=50K.
54,Self,HS-grad,Married,>50K.
53,Private,HS-grad,Never Married,<=50K.
24,Private,Some-college,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
55,Govt,HS-grad,Divorced,<=50K.
58,Self,9th,Separated,<=50K.
26,Private,HS-grad,Never Married,<=50K.
19,Private,10th,Never Married,<=50K.
28,NA,Some-college,Never Married,<=50K.
45,Private,Some-college,Never Married,<=50K.
30,Private,Some-college,Married,>50K.
76,Private,HS-grad,Widowed,<=50K.
47,Private,HS-grad,Separated,<=50K.
34,Private,Some-college,Divorced,<=50K.
40,Private,Some-college,Married,>50K.
24,Private,HS-grad,Separated,<=50K.
30,Private,Bachelors,Married,>50K.
67,Private,Some-college,Married,>50K.
24,Private,HS-grad,Married,<=50K.
43,Govt,Some-college,Divorced,<=50K.
29,Private,12th,Never Married,<=50K.
40,Private,HS-grad,Married,<=50K.
61,Govt,Some-college,Married,<=50K.
45,Govt,Doctorate,Married,>50K.
21,Govt,Some-college,Never Married,<=50K.
58,Private,HS-grad,Married,>50K.
52,Private,Some-college,Married,<=50K.
34,Private,HS-grad,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
25,NA,Some-college,Never Married,<=50K.
46,Private,HS-grad,Married,<=50K.
54,Private,Some-college,Divorced,<=50K.
43,Govt,Masters,Married,>50K.
25,Private,9th,Married,<=50K.
21,Private,Assoc-acdm,Never Married,<=50K.
65,Private,Some-college,Divorced,>50K.
37,Private,HS-grad,Divorced,<=50K.
29,Private,HS-grad,Divorced,>50K.
44,Private,Bachelors,Married,>50K.
37,Govt,Some-college,Married,>50K.
38,Private,Some-college,Married,<=50K.
35,Private,Some-college,Married,<=50K.
32,Private,HS-grad,Married,<=50K.
44,Self,Some-college,Separated,<=50K.
39,NA,Bachelors,Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
25,Self,Bachelors,Never Married,>50K.
23,Private,Some-college,Never Married,<=50K.
47,Private,Some-college,Married,<=50K.
47,Private,11th,Divorced,<=50K.
25,Private,HS-grad,Never Married,<=50K.
35,Private,Some-college,Married,<=50K.
68,NA,7th-8th,Married,<=50K.
50,Private,Assoc-voc,Married,>50K.
47,Private,HS-grad,Divorced,<=50K.
35,Private,Doctorate,Married,>50K.
24,Private,HS-grad,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
35,Private,Bachelors,Divorced,>50K.
30,Private,Bachelors,Married,<=50K.
17,Private,11th,Never Married,<=50K.
49,NA,HS-grad,Separated,<=50K.
27,Private,5th-6th,Never Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
22,Govt,Some-college,Never Married,<=50K.
50,Private,HS-grad,Married,<=50K.
51,Self,Assoc-voc,Married,>50K.
27,Private,Bachelors,Married,<=50K.
27,Private,Bachelors,Never Married,<=50K.
23,Unemp,7th-8th,Divorced,<=50K.
20,Govt,HS-grad,Never Married,<=50K.
42,Private,HS-grad,Married,<=50K.
32,Private,HS-grad,Married,>50K.
45,Private,Bachelors,Married,>50K.
35,Private,7th-8th,Widowed,<=50K.
22,Private,HS-grad,Married,<=50K.
34,Private,Some-college,Never Married,<=50K.
28,Private,Bachelors,Never Married,<=50K.
38,Private,Bachelors,Divorced,<=50K.
48,Govt,Some-college,Married,>50K.
22,NA,Some-college,Never Married,<=50K.
34,Private,Masters,Married,<=50K.
25,Private,HS-grad,Married,>50K.
23,Govt,HS-grad,Never Married,<=50K.
38,Private,Some-college,Married,>50K.
43,Private,HS-grad,Never Married,<=50K.
49,Govt,HS-grad,Married,>50K.
23,Private,Some-college,Divorced,<=50K.
57,Private,HS-grad,Divorced,<=50K.
24,Private,Bachelors,Never Married,<=50K.
44,Self,Some-college,Married,>50K.
34,Private,Assoc-acdm,Divorced,<=50K.
29,Govt,Some-college,Married,<=50K.
29,Private,11th,Never Married,<=50K.
35,Private,HS-grad,Married,>50K.
48,Private,HS-grad,Married,<=50K.
38,Private,HS-grad,Never Married,<=50K.
42,Govt,HS-grad,Divorced,<=50K.
53,Private,Some-college,Widowed,<=50K.
29,Private,Prof-school,Never Married,<=50K.
59,Private,Bachelors,Married,<=50K.
31,Private,HS-grad,Never Married,<=50K.
34,Private,HS-grad,Married,<=50K.
51,Private,Bachelors,Divorced,>50K.
25,Private,HS-grad,Never Married,<=50K.
28,NA,HS-grad,Divorced,<=50K.
30,Private,HS-grad,Married,>50K.
46,Private,HS-grad,Divorced,<=50K.
45,Private,HS-grad,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
33,Private,Assoc-acdm,Divorced,<=50K.
44,Private,Bachelors,Married,>50K.
25,Private,HS-grad,Never Married,<=50K.
48,Govt,Some-college,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
33,Self,Assoc-voc,Married,>50K.
20,Private,Some-college,Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
71,Private,HS-grad,Widowed,<=50K.
22,Govt,Bachelors,Never Married,<=50K.
36,Private,Bachelors,Married,>50K.
27,Private,11th,Never Married,<=50K.
40,Private,HS-grad,Never Married,<=50K.
30,Private,Some-college,Divorced,<=50K.
30,Govt,Assoc-voc,Married,<=50K.
30,Private,Some-college,Married,<=50K.
35,Private,Bachelors,Married,<=50K.
39,Private,HS-grad,Never Married,<=50K.
39,Govt,HS-grad,Married,<=50K.
74,Private,5th-6th,Married,<=50K.
32,Self,Some-college,Married,>50K.
25,Private,HS-grad,Married,<=50K.
64,Private,Some-college,Divorced,<=50K.
47,Self,HS-grad,Married,>50K.
37,Private,Bachelors,Married,>50K.
47,Private,HS-grad,Married,>50K.
33,Private,HS-grad,Married,>50K.
40,Private,Assoc-voc,Divorced,>50K.
22,Private,HS-grad,Never Married,<=50K.
56,Private,HS-grad,Married,<=50K.
37,Private,HS-grad,Never Married,<=50K.
30,Self,Some-college,Married,<=50K.
20,Private,12th,Never Married,<=50K.
53,Govt,Masters,Married,>50K.
43,Private,Bachelors,Married,>50K.
23,Private,HS-grad,Married,<=50K.
43,Self,HS-grad,Married,<=50K.
30,Private,HS-grad,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
22,Private,Assoc-voc,Never Married,<=50K.
38,Private,Bachelors,Never Married,<=50K.
54,Self,Some-college,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
46,Private,HS-grad,Married,<=50K.
59,Private,10th,Married,<=50K.
28,NA,10th,Divorced,<=50K.
18,NA,12th,Never Married,<=50K.
41,Govt,Assoc-voc,Never Married,<=50K.
42,Private,Assoc-voc,Married,<=50K.
58,Private,Some-college,Married,>50K.
24,Private,HS-grad,Married,<=50K.
39,Private,Bachelors,Married,>50K.
28,Private,Bachelors,Never Married,<=50K.
25,Private,Masters,Never Married,<=50K.
29,Private,Some-college,Divorced,<=50K.
53,Private,5th-6th,Married,<=50K.
63,Govt,HS-grad,Married,<=50K.
26,Govt,Assoc-voc,Divorced,<=50K.
21,Private,HS-grad,Never Married,<=50K.
45,Private,Some-college,Married,>50K.
29,Private,Assoc-voc,Never Married,<=50K.
72,Govt,Doctorate,Married,<=50K.
51,Private,10th,Married,<=50K.
21,Private,9th,Married,<=50K.
38,Private,Some-college,Divorced,<=50K.
38,Private,Bachelors,Married,>50K.
46,Private,Masters,Married,<=50K.
31,Self,Bachelors,Divorced,>50K.
68,Govt,10th,Separated,<=50K.
43,NA,HS-grad,Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
44,Private,Bachelors,Married,<=50K.
56,Govt,Doctorate,Married,>50K.
20,NA,HS-grad,Never Married,<=50K.
36,Private,HS-grad,Married,>50K.
21,Private,HS-grad,Never Married,<=50K.
21,Private,Some-college,Never Married,>50K.
52,Govt,Some-college,Married,<=50K.
56,Self,Doctorate,Married,>50K.
52,Private,Bachelors,Widowed,>50K.
51,Self,Bachelors,Married,<=50K.
29,Private,HS-grad,Divorced,<=50K.
36,Private,Some-college,Never Married,<=50K.
29,Private,HS-grad,Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
58,Private,1st-4th,Married,<=50K.
37,Private,HS-grad,Never Married,<=50K.
50,Private,Some-college,Divorced,<=50K.
30,Private,HS-grad,Never Married,<=50K.
29,Private,HS-grad,Never Married,<=50K.
48,Self,HS-grad,Married,<=50K.
50,Self,7th-8th,Married,<=50K.
39,Private,Assoc-acdm,Married,>50K.
35,Govt,Prof-school,Married,<=50K.
54,Private,HS-grad,Married,>50K.
24,Private,HS-grad,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
30,Self,Some-college,Married,>50K.
19,Self,HS-grad,Never Married,<=50K.
26,Private,HS-grad,Never Married,<=50K.
38,Private,HS-grad,Married,>50K.
25,Private,Some-college,Never Married,<=50K.
33,Private,Some-college,Divorced,<=50K.
60,Govt,Bachelors,Married,>50K.
30,Private,Some-college,Never Married,<=50K.
30,Private,Bachelors,Never Married,<=50K.
19,Private,7th-8th,Never Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
27,Private,Some-college,Married,>50K.
20,NA,Some-college,Never Married,<=50K.
39,Govt,Assoc-acdm,Married,<=50K.
33,Private,7th-8th,Married,<=50K.
65,Private,HS-grad,Married,<=50K.
34,Private,Bachelors,Married,>50K.
20,Private,HS-grad,Never Married,<=50K.
23,NA,Some-college,Never Married,<=50K.
25,Private,10th,Never Married,<=50K.
28,Private,Bachelors,Never Married,>50K.
31,Private,11th,Never Married,<=50K.
28,Govt,Bachelors,Never Married,<=50K.
37,Private,HS-grad,Divorced,<=50K.
52,Private,Some-college,Married,>50K.
66,Govt,Assoc-voc,Widowed,<=50K.
31,Private,HS-grad,Never Married,<=50K.
37,Private,Bachelors,Married,>50K.
45,Govt,Bachelors,Married,<=50K.
45,Private,Assoc-acdm,Divorced,<=50K.
44,Private,HS-grad,Married,<=50K.
32,Govt,Bachelors,Divorced,<=50K.
35,Private,HS-grad,Married,>50K.
53,Private,11th,Divorced,<=50K.
54,Private,Some-college,Married,>50K.
43,Private,Assoc-voc,Married,<=50K.
30,Private,Some-college,Never Married,<=50K.
49,Private,Some-college,Divorced,<=50K.
52,Private,Doctorate,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
60,Govt,HS-grad,Married,>50K.
45,Private,Assoc-acdm,Divorced,<=50K.
48,Private,Bachelors,Married,>50K.
28,Private,Bachelors,Married,>50K.
61,NA,Prof-school,Married,>50K.
48,Govt,Some-college,Married,<=50K.
32,Private,Some-college,Married,<=50K.
27,Self,HS-grad,Never Married,<=50K.
38,Private,Bachelors,Married,<=50K.
33,Private,5th-6th,Married,<=50K.
43,Private,Masters,Divorced,>50K.
36,Private,HS-grad,Separated,<=50K.
38,Private,11th,Married,<=50K.
24,Govt,HS-grad,Never Married,<=50K.
22,Private,10th,Never Married,<=50K.
30,Private,Bachelors,Never Married,<=50K.
55,NA,Masters,Married,>50K.
46,Self,Prof-school,Married,>50K.
39,Govt,HS-grad,Married,<=50K.
50,Private,HS-grad,Married,<=50K.
34,Private,Assoc-voc,Married,<=50K.
47,Govt,Bachelors,Married,>50K.
46,Private,HS-grad,Married,<=50K.
23,NA,HS-grad,Never Married,<=50K.
43,Private,Some-college,Divorced,<=50K.
45,Private,HS-grad,Divorced,<=50K.
55,Private,Bachelors,Married,<=50K.
68,Private,HS-grad,Married,<=50K.
39,Private,Assoc-voc,Married,<=50K.
39,Private,HS-grad,Divorced,<=50K.
37,Private,Bachelors,Never Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
20,Private,11th,Never Married,<=50K.
49,NA,Assoc-voc,Married,<=50K.
33,Private,Some-college,Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
72,NA,Bachelors,Married,<=50K.
58,Govt,Masters,Widowed,>50K.
43,Self,HS-grad,Never Married,<=50K.
62,Private,11th,Separated,<=50K.
21,Private,Some-college,Never Married,<=50K.
26,Private,Some-college,Married,<=50K.
27,Private,9th,Married,<=50K.
34,Private,Some-college,Married,>50K.
49,Govt,HS-grad,Divorced,<=50K.
28,Private,HS-grad,Never Married,<=50K.
34,Self,Bachelors,Married,>50K.
29,Private,Some-college,Married,>50K.
58,Private,10th,Married,>50K.
45,Self,HS-grad,Divorced,<=50K.
47,Self,Bachelors,Never Married,<=50K.
53,Private,HS-grad,Married,>50K.
52,Govt,10th,Married,<=50K.
47,Private,11th,Divorced,<=50K.
36,Govt,Bachelors,Married,>50K.
48,Private,Bachelors,Married,>50K.
35,Private,Some-college,Married,>50K.
49,Private,Bachelors,Married,>50K.
43,Private,Some-college,Married,<=50K.
33,Private,Bachelors,Married,>50K.
49,Govt,Assoc-acdm,Married,<=50K.
17,Private,10th,Never Married,<=50K.
28,NA,Some-college,Divorced,<=50K.
25,Private,Bachelors,Never Married,<=50K.
69,NA,9th,Married,<=50K.
41,Self,Assoc-voc,Divorced,<=50K.
31,Private,Bachelors,Married,>50K.
57,Private,Masters,Divorced,>50K.
49,Private,Some-college,Married,>50K.
40,Private,Bachelors,Married,>50K.
55,Private,Assoc-voc,Married,>50K.
47,Private,Some-college,Divorced,<=50K.
50,Private,12th,Divorced,<=50K.
36,Private,Bachelors,Never Married,<=50K.
17,Private,11th,Never Married,<=50K.
30,Govt,HS-grad,Married,>50K.
79,NA,HS-grad,Married,<=50K.
42,Private,HS-grad,Married,>50K.
67,Self,HS-grad,Married,<=50K.
36,Private,HS-grad,Married,>50K.
35,Private,Masters,Married,>50K.
27,Private,Bachelors,Never Married,<=50K.
21,Private,7th-8th,Never Married,<=50K.
46,Private,HS-grad,Married,<=50K.
45,Private,Bachelors,Married,>50K.
20,Private,11th,Never Married,<=50K.
17,Private,11th,Never Married,<=50K.
40,Private,Some-college,Divorced,>50K.
28,Private,Bachelors,Married,>50K.
33,Private,11th,Never Married,<=50K.
55,Private,HS-grad,Divorced,<=50K.
55,Self,Some-college,Married,<=50K.
47,Private,HS-grad,Separated,<=50K.
52,Self,Masters,Married,>50K.
29,Private,Some-college,Never Married,<=50K.
36,Private,5th-6th,Never Married,<=50K.
37,Private,Bachelors,Separated,<=50K.
41,Govt,HS-grad,Never Married,<=50K.
43,Private,Some-college,Married,>50K.
24,Private,7th-8th,Married,<=50K.
39,Govt,Bachelors,Never Married,<=50K.
47,Self,Bachelors,Married,<=50K.
42,Private,HS-grad,Divorced,<=50K.
39,Private,HS-grad,Never Married,>50K.
48,Govt,Bachelors,Divorced,<=50K.
47,Govt,Masters,Married,>50K.
27,Private,10th,Married,<=50K.
29,Private,HS-grad,Married,<=50K.
22,Private,Assoc-voc,Never Married,<=50K.
37,Govt,HS-grad,Separated,<=50K.
38,Private,Bachelors,Married,<=50K.
32,Private,Preschool,Married,<=50K.
48,Govt,Masters,Divorced,<=50K.
46,Self,HS-grad,Married,<=50K.
51,Private,HS-grad,Never Married,<=50K.
28,Self,Bachelors,Married,<=50K.
35,Private,HS-grad,Married,<=50K.
18,Private,11th,Never Married,<=50K.
45,Private,HS-grad,Separated,<=50K.
36,Self,HS-grad,Never Married,<=50K.
73,Private,Some-college,Widowed,<=50K.
52,Private,Bachelors,Married,<=50K.
17,Private,10th,Never Married,<=50K.
29,Govt,Assoc-voc,Married,>50K.
31,Private,HS-grad,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
42,Private,HS-grad,Married,>50K.
37,Private,Some-college,Separated,<=50K.
40,Private,HS-grad,Married,<=50K.
32,Private,Assoc-acdm,Married,>50K.
29,Private,Masters,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
26,Private,11th,Married,>50K.
25,Private,Bachelors,Never Married,<=50K.
37,Private,HS-grad,Married,>50K.
18,NA,12th,Never Married,<=50K.
33,NA,Some-college,Married,<=50K.
26,Private,Some-college,Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
33,Private,HS-grad,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
20,NA,10th,Never Married,<=50K.
36,Private,Some-college,Never Married,<=50K.
37,Private,Bachelors,Widowed,<=50K.
24,Private,Assoc-voc,Never Married,<=50K.
38,Private,Assoc-acdm,Married,>50K.
50,Private,Bachelors,Divorced,<=50K.
44,Private,11th,Married,>50K.
46,Private,HS-grad,Married,>50K.
57,Private,Some-college,Never Married,<=50K.
37,Private,HS-grad,Married,<=50K.
44,Private,HS-grad,Divorced,<=50K.
21,Private,Some-college,Never Married,<=50K.
31,Private,HS-grad,Married,>50K.
32,Private,Assoc-voc,Married,>50K.
45,Private,HS-grad,Married,>50K.
20,Govt,HS-grad,Never Married,<=50K.
52,Private,HS-grad,Separated,<=50K.
47,Self,HS-grad,Married,<=50K.
41,Private,Some-college,Married,<=50K.
40,Private,Some-college,Married,>50K.
41,Govt,Bachelors,Married,>50K.
46,Private,Bachelors,Married,>50K.
49,Private,HS-grad,Married,<=50K.
65,Private,Some-college,Divorced,<=50K.
50,Private,HS-grad,Married,<=50K.
59,Private,HS-grad,Married,>50K.
18,Private,Some-college,Never Married,<=50K.
47,Govt,Masters,Married,>50K.
47,NA,HS-grad,Married,>50K.
45,Private,HS-grad,Married,>50K.
17,Private,11th,Never Married,<=50K.
45,Self,HS-grad,Married,>50K.
73,Private,11th,Married,<=50K.
48,Private,10th,Married,<=50K.
64,NA,HS-grad,Married,<=50K.
38,Govt,Assoc-acdm,Never Married,<=50K.
37,Govt,HS-grad,Married,>50K.
62,Self,HS-grad,Married,>50K.
26,Private,HS-grad,Never Married,<=50K.
46,Self,Masters,Married,>50K.
46,Private,Masters,Married,>50K.
51,Private,HS-grad,Divorced,>50K.
54,Govt,Some-college,Divorced,<=50K.
65,Private,Some-college,Married,<=50K.
29,Private,Assoc-acdm,Married,<=50K.
37,Private,HS-grad,Married,<=50K.
36,Self,Doctorate,Separated,<=50K.
60,Self,HS-grad,Divorced,>50K.
33,Private,Bachelors,Never Married,<=50K.
62,Private,HS-grad,Widowed,<=50K.
20,Private,HS-grad,Never Married,<=50K.
37,Private,HS-grad,Never Married,>50K.
66,Private,Masters,Married,<=50K.
32,NA,Assoc-acdm,Never Married,<=50K.
29,Govt,Some-college,Married,<=50K.
70,Self,Some-college,Married,<=50K.
74,Private,HS-grad,Married,<=50K.
37,Govt,HS-grad,Married,<=50K.
51,Self,HS-grad,Married,<=50K.
50,Private,Some-college,Married,<=50K.
42,Private,HS-grad,Never Married,>50K.
26,Private,Bachelors,Never Married,<=50K.
27,Govt,Some-college,Never Married,>50K.
58,Self,HS-grad,Divorced,<=50K.
30,NA,Some-college,Separated,<=50K.
32,Private,Bachelors,Never Married,<=50K.
66,Self,HS-grad,Married,>50K.
23,Private,Some-college,Never Married,<=50K.
35,Private,HS-grad,Married,<=50K.
50,Private,Bachelors,Married,<=50K.
17,NA,11th,Never Married,<=50K.
35,Private,HS-grad,Divorced,<=50K.
