"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","response","Training.Test.Validation"
"17582",56,"services","married","high.school","no","no","no","telephone","nov","thu",871,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"yes",0.00112
"17583",34,"technician","single","university.degree","no","yes","no","cellular","nov","thu",354,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.422888
"17584",58,"retired","married","university.degree","no","unknown","unknown","cellular","nov","thu",279,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.396055
"17585",36,"technician","divorced","professional.course","no","unknown","unknown","cellular","nov","thu",156,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.396179
"17586",38,"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",1532,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"yes",0.495913
"17587",36,"admin.","married","unknown","unknown","yes","no","cellular","nov","thu",235,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.345118
"17588",49,"entrepreneur","married","high.school","unknown","yes","no","cellular","nov","thu",611,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.212282
"17589",43,"technician","married","professional.course","no","no","no","cellular","nov","thu",75,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.571663
"17590",57,"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",172,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.116802
"17591",29,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",315,2,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.040077
"17592",57,"admin.","divorced","university.degree","unknown","no","no","cellular","nov","thu",399,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.122338
"17593",33,"admin.","single","university.degree","no","no","no","cellular","nov","thu",117,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.141894
"17594",36,"self-employed","married","basic.9y","no","yes","yes","cellular","nov","thu",151,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.537655
"17595",29,"technician","single","university.degree","no","yes","yes","cellular","nov","thu",281,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.423159
"17596",39,"services","married","high.school","no","yes","no","cellular","nov","thu",116,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.30546
"17597",47,"admin.","married","high.school","no","no","no","cellular","nov","thu",115,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.181368
"17598",55,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",303,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.489955
"17599",55,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","thu",97,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.18222
"17600",55,"blue-collar","divorced","basic.6y","no","yes","no","cellular","nov","thu",104,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.330244
"17601",29,"blue-collar","married","professional.course","no","yes","yes","cellular","nov","thu",136,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.481204
"17602",31,"services","single","high.school","no","yes","no","cellular","nov","thu",231,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.280001
"17603",32,"services","married","basic.9y","unknown","yes","no","cellular","nov","thu",251,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.055977
"17604",30,"admin.","single","university.degree","no","no","yes","cellular","nov","thu",106,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.189199
"17605",30,"admin.","married","high.school","no","no","no","cellular","nov","thu",361,2,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.462536
"17606",37,"unemployed","single","university.degree","no","no","no","cellular","nov","thu",212,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.365461
"17607",38,"blue-collar","divorced","basic.4y","no","no","no","cellular","nov","thu",60,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.037791
"17608",46,"management","single","university.degree","no","no","yes","cellular","nov","thu",378,8,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.054512
"17609",29,"services","married","high.school","unknown","yes","no","cellular","nov","thu",441,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.25729
"17610",30,"services","married","high.school","no","yes","yes","cellular","nov","thu",282,2,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.363422
"17611",41,"services","married","professional.course","no","no","yes","cellular","nov","thu",217,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.429008
"17612",32,"admin.","single","university.degree","no","no","yes","cellular","nov","thu",250,2,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.025638
"17613",31,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",210,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.083228
"17614",39,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","thu",332,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.260732
"17615",33,"services","married","high.school","unknown","no","no","cellular","nov","thu",117,6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.002965
"17616",31,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","thu",233,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.12905
"17617",35,"blue-collar","divorced","basic.4y","no","no","no","cellular","nov","thu",197,4,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.408918
"17618",34,"admin.","divorced","university.degree","no","no","no","cellular","nov","thu",493,2,999,1,"failure",-0.1,93.2,-42,4.076,5195,"yes",0.311239
"17619",30,"technician","single","university.degree","no","no","no","cellular","nov","thu",168,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.267686
"17620",36,"technician","married","high.school","no","yes","no","cellular","nov","thu",688,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.130288
"17621",29,"admin.","single","high.school","no","yes","no","cellular","nov","thu",205,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.388876
"17622",33,"management","single","university.degree","no","no","no","cellular","nov","thu",2420,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"yes",0.295561
"17623",52,"blue-collar","married","basic.9y","no","no","no","cellular","nov","thu",176,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.410493
"17624",38,"management","divorced","high.school","no","yes","no","telephone","nov","thu",215,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.442618
"17625",30,"blue-collar","single","high.school","no","no","no","cellular","nov","thu",232,2,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.162847
"17626",49,"management","divorced","basic.6y","no","no","no","telephone","nov","thu",88,6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.639136
"17627",46,"admin.","divorced","university.degree","no","unknown","unknown","cellular","nov","thu",257,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.160808
"17628",31,"blue-collar","married","basic.9y","no","no","no","cellular","nov","thu",693,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.09409
"17629",55,"admin.","married","basic.9y","no","yes","yes","cellular","nov","thu",430,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.008304
"17630",45,"unemployed","married","basic.9y","no","no","no","telephone","nov","thu",134,9,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.481532
"17631",41,"admin.","divorced","university.degree","no","no","no","telephone","nov","thu",233,4,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.020678
"17632",59,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","thu",370,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.273597
"17633",29,"services","single","professional.course","no","yes","no","cellular","nov","thu",766,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.184835
"17634",51,"admin.","divorced","university.degree","no","no","no","cellular","nov","thu",279,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.55923
"17635",48,"admin.","married","university.degree","no","no","no","cellular","nov","thu",298,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.609109
"17636",29,"self-employed","married","university.degree","no","no","no","cellular","nov","thu",157,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.063087
"17637",32,"blue-collar","single","basic.9y","no","no","no","cellular","nov","thu",324,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.20218
"17638",48,"entrepreneur","divorced","university.degree","no","yes","no","cellular","nov","thu",537,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.136722
"17639",33,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",182,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.100415
"17640",31,"management","single","university.degree","no","no","no","telephone","nov","thu",96,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.157877
"17641",36,"services","married","basic.9y","unknown","yes","no","cellular","nov","thu",90,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.38461
"17642",30,"technician","single","university.degree","no","no","no","cellular","nov","thu",59,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.265201
"17643",31,"blue-collar","single","basic.4y","no","yes","no","cellular","nov","thu",222,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.266446
"17644",58,"admin.","divorced","university.degree","no","no","no","cellular","nov","thu",178,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.118862
"17645",41,"services","single","basic.9y","no","no","no","cellular","nov","thu",146,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.521234
"17646",30,"unemployed","married","unknown","no","yes","no","cellular","nov","thu",216,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.607043
"17647",43,"unemployed","single","unknown","no","yes","no","cellular","nov","thu",87,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.382581
"17648",36,"management","married","university.degree","no","no","no","cellular","nov","thu",192,2,6,1,"success",-0.1,93.2,-42,4.076,5195,"no",0.061312
"17649",40,"entrepreneur","unknown","high.school","no","yes","yes","cellular","nov","thu",825,6,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.541366
"17650",50,"unemployed","unknown","basic.9y","no","no","no","telephone","nov","thu",278,6,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.149617
"17651",37,"unemployed","single","university.degree","no","yes","no","telephone","nov","thu",76,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.224477
"17652",51,"self-employed","married","university.degree","no","yes","yes","cellular","nov","thu",310,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.201936
"17653",36,"admin.","divorced","university.degree","no","no","yes","cellular","nov","thu",56,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.402921
"17654",36,"admin.","single","high.school","no","no","no","cellular","nov","thu",40,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.087458
"17655",45,"technician","divorced","university.degree","no","yes","no","cellular","nov","thu",104,4,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.10846
"17656",31,"services","married","basic.6y","no","no","no","cellular","nov","thu",843,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.151406
"17657",46,"blue-collar","single","basic.4y","no","no","no","cellular","nov","thu",185,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.510981
"17658",38,"admin.","single","high.school","no","yes","yes","cellular","nov","thu",1476,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.379986
"17659",32,"services","married","basic.9y","no","no","no","cellular","nov","thu",476,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.612885
"17660",31,"services","married","high.school","no","no","no","cellular","nov","thu",283,5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.553725
"17661",45,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","thu",265,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.246331
"17662",39,"admin.","married","university.degree","no","yes","no","telephone","nov","thu",442,4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.114473
"17663",42,"management","married","high.school","no","yes","yes","cellular","nov","thu",164,3,999,1,"failure",-0.1,93.2,-42,4.076,5195,"no",0.205323
"17664",36,"services","single","high.school","no","yes","no","cellular","nov","thu",422,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.616557
"17665",34,"self-employed","single","basic.9y","no","no","no","cellular","nov","thu",91,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.211768
"17666",33,"admin.","married","university.degree","no","no","no","cellular","nov","thu",489,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.491309
"17667",31,"entrepreneur","single","university.degree","no","no","no","cellular","nov","thu",1855,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"no",0.396818
"17668",30,"blue-collar","married","high.school","no","yes","yes","cellular","nov","thu",2453,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195,"yes",0.256254
"17669",42,"technician","married","professional.course","no","no","no","cellular","nov","fri",21,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.583842
"17670",29,"management","married","university.degree","no","no","no","cellular","nov","fri",83,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.182131
"17671",35,"admin.","single","high.school","no","yes","no","cellular","nov","fri",86,3,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.383785
"17672",56,"services","married","high.school","unknown","yes","no","cellular","nov","fri",254,5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.152245
"17673",56,"admin.","divorced","university.degree","no","no","no","cellular","nov","fri",149,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.296902
"17674",42,"blue-collar","single","professional.course","no","no","no","cellular","nov","fri",249,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.126092
"17675",51,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",358,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.454034
"17676",42,"management","married","basic.6y","no","yes","yes","cellular","nov","fri",81,6,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.03076
"17677",54,"retired","divorced","university.degree","no","no","yes","cellular","nov","fri",138,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.36602
"17678",37,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","fri",312,3,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.522078
"17679",45,"admin.","divorced","university.degree","no","yes","yes","cellular","nov","fri",69,9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.010313
"17680",58,"retired","divorced","professional.course","no","no","no","cellular","nov","fri",159,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.241219
"17681",46,"admin.","single","high.school","no","yes","yes","cellular","nov","fri",116,2,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.250422
"17682",50,"management","divorced","university.degree","no","yes","no","cellular","nov","fri",21,11,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.336635
"17683",44,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",358,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.210918
"17684",32,"admin.","married","university.degree","no","yes","no","telephone","nov","fri",41,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.248306
"17685",38,"admin.","divorced","basic.9y","no","no","no","cellular","nov","fri",271,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.104277
"17686",41,"blue-collar","single","basic.9y","unknown","yes","no","cellular","nov","fri",299,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.496441
"17687",33,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",152,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.435269
"17688",58,"admin.","married","high.school","no","yes","no","cellular","nov","fri",441,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.323803
"17689",31,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",149,5,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.313261
"17690",33,"admin.","married","university.degree","no","unknown","unknown","cellular","nov","fri",675,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.61243
"17691",48,"management","married","university.degree","no","yes","no","cellular","nov","fri",118,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.393019
"17692",30,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","fri",225,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.330565
"17693",49,"services","married","high.school","unknown","no","no","cellular","nov","fri",66,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.164141
"17694",57,"management","married","university.degree","no","yes","no","cellular","nov","fri",108,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.127545
"17695",53,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",1221,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.642225
"17696",29,"self-employed","married","university.degree","no","yes","yes","cellular","nov","fri",729,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.268944
"17697",57,"management","married","university.degree","no","no","no","cellular","nov","fri",289,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.042821
"17698",49,"management","married","university.degree","no","yes","no","cellular","nov","fri",846,1,3,1,"success",-0.1,93.2,-42,4.021,5195,"no",0.252869
"17699",37,"admin.","married","university.degree","no","yes","yes","cellular","nov","fri",215,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.28649
"17700",57,"housemaid","married","basic.4y","no","yes","yes","cellular","nov","fri",75,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.213256
"17701",36,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",248,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.498237
"17702",30,"admin.","single","high.school","no","yes","no","cellular","nov","fri",337,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.511591
"17703",54,"admin.","divorced","university.degree","unknown","no","no","cellular","nov","fri",558,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.361182
"17704",29,"technician","single","university.degree","no","yes","no","cellular","nov","fri",153,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.542684
"17705",51,"self-employed","married","university.degree","unknown","no","no","cellular","nov","fri",46,4,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.479117
"17706",48,"admin.","divorced","high.school","no","no","no","cellular","nov","fri",208,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.206389
"17707",58,"retired","married","professional.course","unknown","no","no","cellular","nov","fri",120,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.350684
"17708",34,"admin.","married","university.degree","no","unknown","unknown","cellular","nov","fri",253,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.156212
"17709",38,"admin.","divorced","high.school","no","yes","no","cellular","nov","fri",321,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.436922
"17710",42,"technician","married","university.degree","no","yes","no","telephone","nov","fri",81,7,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.416421
"17711",30,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","fri",423,2,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.144083
"17712",55,"technician","married","professional.course","no","no","no","cellular","nov","fri",348,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.151091
"17713",43,"services","single","high.school","unknown","no","no","cellular","nov","fri",62,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.443405
"17714",34,"admin.","married","university.degree","no","no","no","cellular","nov","fri",467,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.113254
"17715",29,"technician","single","professional.course","no","no","no","cellular","nov","fri",530,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"yes",0.372674
"17716",30,"services","single","high.school","no","no","no","cellular","nov","fri",648,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.005767
"17717",36,"technician","single","unknown","no","no","no","cellular","nov","fri",158,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.154316
"17718",47,"self-employed","married","basic.9y","unknown","yes","no","cellular","nov","fri",258,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.451948
"17719",30,"services","single","university.degree","no","yes","no","cellular","nov","fri",13,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.44273
"17720",34,"management","married","university.degree","no","yes","no","cellular","nov","fri",470,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.284498
"17721",53,"entrepreneur","married","basic.6y","no","yes","no","telephone","nov","fri",228,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.474241
"17722",48,"blue-collar","married","professional.course","no","yes","yes","cellular","nov","fri",91,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.085722
"17723",33,"technician","single","university.degree","no","yes","yes","cellular","nov","fri",710,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.620615
"17724",58,"admin.","married","university.degree","unknown","no","no","cellular","nov","fri",110,2,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.148419
"17725",35,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",529,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.111696
"17726",50,"management","divorced","university.degree","no","yes","no","cellular","nov","fri",183,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.354988
"17727",39,"admin.","single","university.degree","no","yes","yes","cellular","nov","fri",195,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.069433
"17728",55,"admin.","married","high.school","no","yes","no","cellular","nov","fri",585,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.604522
"17729",30,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",222,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.489481
"17730",52,"admin.","married","university.degree","unknown","yes","no","cellular","nov","fri",131,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.264445
"17731",29,"technician","single","professional.course","no","yes","yes","cellular","nov","fri",215,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.479295
"17732",31,"unemployed","single","university.degree","no","yes","no","cellular","nov","fri",30,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.163489
"17733",48,"blue-collar","married","basic.4y","unknown","no","yes","cellular","nov","fri",103,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.106087
"17734",47,"blue-collar","married","basic.4y","unknown","no","yes","cellular","nov","fri",105,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.572899
"17735",40,"management","married","university.degree","no","yes","no","cellular","nov","fri",175,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.192944
"17736",55,"admin.","married","high.school","no","no","no","cellular","nov","fri",148,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.360467
"17737",45,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","fri",66,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.50018
"17738",43,"management","single","high.school","no","yes","no","cellular","nov","fri",149,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.411191
"17739",29,"entrepreneur","married","high.school","no","yes","no","cellular","nov","fri",1166,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.101459
"17740",40,"management","married","university.degree","no","yes","no","cellular","nov","fri",161,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.471072
"17741",32,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",262,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.318266
"17742",31,"admin.","single","high.school","no","yes","no","cellular","nov","fri",106,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.636376
"17743",57,"unemployed","married","university.degree","no","yes","yes","cellular","nov","fri",59,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.235215
"17744",57,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",181,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.28052
"17745",34,"entrepreneur","married","high.school","no","no","yes","cellular","nov","fri",429,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.159052
"17746",57,"housemaid","married","basic.4y","no","no","no","cellular","nov","fri",216,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.239749
"17747",45,"technician","single","university.degree","no","yes","no","cellular","nov","fri",201,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.435593
"17748",42,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","fri",58,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.644716
"17749",30,"admin.","married","university.degree","no","no","no","cellular","nov","fri",221,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.477217
"17750",40,"management","married","university.degree","no","yes","yes","cellular","nov","fri",957,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"yes",0.421515
"17751",38,"blue-collar","single","basic.6y","no","yes","yes","cellular","nov","fri",202,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.430038
"17752",34,"admin.","divorced","university.degree","no","no","no","cellular","nov","fri",161,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.332806
"17753",50,"technician","married","basic.9y","no","no","no","cellular","nov","fri",705,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.454163
"17754",51,"technician","married","high.school","no","yes","no","cellular","nov","fri",167,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.081379
"17755",44,"self-employed","married","university.degree","no","no","no","cellular","nov","fri",89,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.566018
"17756",38,"services","married","high.school","no","yes","no","cellular","nov","fri",306,1,999,1,"failure",-0.1,93.2,-42,4.021,5195,"no",0.442599
"17757",36,"services","married","basic.6y","unknown","no","no","cellular","nov","fri",1022,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"yes",0.643237
"17758",40,"blue-collar","divorced","basic.9y","no","no","no","cellular","nov","fri",74,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.182306
"17759",40,"blue-collar","divorced","basic.9y","no","no","no","cellular","nov","fri",154,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.00365
"17760",31,"admin.","single","high.school","no","no","no","cellular","nov","fri",89,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.048064
"17761",34,"management","single","university.degree","no","yes","no","cellular","nov","fri",79,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195,"no",0.441819
