"","Int.l.Plan","VMail.Plan","Day.Mins","CustServ.Calls","Churn."
"2089","no","no",210.8,2,"False."
"2090","no","no",142.4,1,"False."
"2091","no","yes",223.5,2,"False."
"2093","no","no",219.6,2,"False."
"2094","no","no",193.6,0,"False."
"2096","no","no",236.2,0,"False."
"2097","no","yes",233.2,0,"False."
"2098","no","no",158.8,2,"False."
"2099","no","no",126.1,1,"False."
"2101","no","yes",60.6,0,"False."
"2102","no","no",148.4,0,"False."
"2103","no","no",246.5,2,"False."
"2104","no","no",298.1,2,"True."
"2105","no","no",119.3,2,"False."
"2106","no","no",242.5,0,"False."
"2107","yes","yes",222.1,0,"True."
"2108","no","no",236.2,2,"True."
"2109","no","no",144.2,0,"False."
"2110","no","yes",154.6,3,"False."
"2112","no","no",103.7,0,"False."
"2113","no","no",136.6,4,"True."
"2114","no","no",289.8,2,"True."
"2116","yes","no",196.2,0,"True."
"2118","no","no",222.2,4,"False."
"2119","yes","no",172.9,0,"True."
"2120","no","no",249.8,0,"True."
"2121","no","no",154.5,1,"False."
"2122","no","no",90.4,1,"False."
"2124","no","no",106.1,1,"False."
"2125","no","no",27,3,"False."
"2126","no","yes",140.1,1,"False."
"2127","no","no",245,1,"False."
"2128","no","no",196.7,3,"False."
"2130","no","yes",149.6,2,"False."
"2131","no","no",239.8,1,"False."
"2133","no","no",115.4,3,"False."
"2134","no","yes",193,2,"False."
"2135","no","no",206.1,1,"False."
"2136","no","no",160.3,0,"False."
"2137","no","no",199.9,1,"False."
"2138","no","no",213.1,0,"False."
"2139","no","no",178.3,3,"False."
"2140","yes","no",252.3,3,"True."
"2141","no","no",197.7,4,"False."
"2142","no","yes",111.1,2,"False."
"2144","no","no",156.9,3,"False."
"2145","no","no",123.3,1,"False."
"2146","no","no",193.7,1,"False."
"2148","no","no",249.8,3,"True."
"2149","no","no",144,1,"False."
"2151","no","no",226,2,"True."
"2152","no","no",137.6,2,"False."
"2153","yes","yes",211.7,1,"False."
"2154","no","no",89.7,2,"False."
"2155","yes","no",197.6,2,"False."
"2156","no","no",270,2,"True."
"2157","no","no",224.7,3,"False."
"2159","yes","no",47.7,0,"True."
"2160","no","no",190.1,1,"False."
"2161","yes","no",89.5,1,"True."
"2162","no","no",182.6,0,"False."
"2163","no","yes",205.5,1,"False."
"2164","no","no",231.5,1,"False."
"2166","no","no",171.2,2,"False."
"2167","no","no",197.9,2,"False."
"2170","no","no",174.5,0,"False."
"2171","no","no",177.4,0,"False."
"2172","no","no",182.1,1,"False."
"2176","no","no",143.5,3,"False."
"2177","no","no",164.9,2,"False."
"2178","no","no",193.6,2,"False."
"2179","no","no",101.1,0,"False."
"2180","no","yes",92.3,2,"False."
"2182","no","yes",219.2,1,"False."
"2183","no","yes",178.1,0,"False."
"2184","no","no",146.5,3,"False."
"2186","no","no",190.9,1,"False."
"2187","no","no",232.1,3,"True."
"2190","no","no",96,3,"False."
"2191","no","yes",93.4,1,"False."
"2192","no","no",90.6,1,"False."
"2193","no","no",152.9,2,"False."
"2194","no","no",257.9,2,"False."
"2195","yes","yes",85.2,2,"False."
"2197","no","yes",182.9,0,"False."
"2198","no","no",216.2,2,"False."
"2199","no","no",261.7,0,"False."
"2200","no","no",241.2,2,"False."
"2201","no","no",177.2,1,"False."
"2202","no","no",89.5,2,"False."
"2203","yes","yes",200.3,1,"False."
"2204","yes","no",145,4,"True."
"2205","no","no",159.5,2,"False."
"2207","no","no",176.2,1,"False."
"2208","no","no",152.1,0,"False."
"2209","no","no",161.3,1,"False."
"2212","no","yes",213,4,"False."
"2214","no","no",217.2,0,"True."
"2215","no","no",175.9,1,"False."
"2216","no","no",303.2,0,"True."
"2220","no","yes",92.7,3,"False."
"2221","no","no",177.2,3,"False."
"2222","no","no",184.5,2,"False."
"2224","no","no",204.7,6,"False."
"2225","no","no",143.6,2,"False."
"2226","no","no",179.3,1,"False."
"2227","no","no",137.3,1,"False."
"2228","no","no",237.8,2,"False."
"2230","no","yes",191.3,2,"False."
"2231","yes","no",209.1,2,"False."
"2237","no","no",268.1,2,"False."
"2238","no","no",166.7,4,"True."
"2239","no","no",267.1,1,"True."
"2240","no","no",181.8,2,"False."
"2241","no","no",147.1,0,"False."
"2242","no","yes",37.7,1,"False."
"2243","no","no",185,2,"False."
"2244","no","no",156.4,2,"False."
"2246","no","yes",215.5,2,"False."
"2247","no","no",134.9,1,"False."
"2248","no","no",194.8,0,"False."
"2249","no","yes",239.1,5,"False."
"2250","no","no",92.6,3,"False."
"2251","no","no",209.4,1,"False."
"2252","no","no",197.6,1,"False."
"2253","no","no",17.6,1,"False."
"2255","no","yes",202.3,1,"False."
"2257","no","no",207,1,"False."
"2259","yes","no",276.5,1,"True."
"2260","no","yes",313.8,3,"False."
"2261","yes","yes",288.5,1,"False."
"2262","no","no",210.9,4,"False."
"2263","no","yes",64.9,1,"False."
"2264","no","yes",243.5,1,"False."
"2267","no","yes",219.9,1,"False."
"2268","no","no",313.2,2,"True."
"2269","no","yes",145.7,0,"False."
"2270","no","yes",75.8,0,"False."
"2271","no","no",195.9,3,"False."
"2272","no","no",132,1,"False."
"2273","no","no",124,2,"False."
"2274","no","no",171.9,2,"False."
"2277","no","no",168.6,3,"False."
"2278","no","no",123.7,0,"False."
"2280","no","no",113.2,1,"False."
"2281","no","yes",142.4,2,"False."
"2282","no","yes",204.2,0,"False."
"2283","no","no",149.7,3,"False."
"2285","no","no",155.3,2,"False."
"2286","no","no",156.4,1,"False."
"2287","no","yes",148.7,0,"False."
"2288","no","no",271.7,3,"False."
"2289","no","no",193.7,0,"False."
"2290","yes","yes",245.5,1,"False."
"2291","no","no",245.3,3,"True."
"2292","no","no",196.1,0,"False."
"2293","no","no",134.1,2,"False."
"2294","yes","yes",225,1,"False."
"2295","no","no",189.7,0,"False."
"2296","no","no",142.9,0,"False."
"2297","no","no",175.6,1,"False."
"2298","no","no",92.4,2,"False."
"2299","no","no",92.8,1,"False."
"2300","no","yes",221.7,0,"False."
"2302","no","no",144.5,2,"False."
"2304","no","no",49.9,2,"False."
"2305","no","yes",116.9,0,"False."
"2306","no","no",150,3,"False."
"2307","no","no",254.4,1,"False."
"2308","no","yes",270.7,3,"False."
"2309","no","no",207,1,"False."
"2310","yes","no",145.3,0,"False."
"2316","no","no",150.7,2,"False."
"2317","yes","no",186,1,"False."
"2318","no","no",212.9,3,"False."
"2319","no","no",194.8,0,"False."
"2320","no","yes",272.5,3,"False."
"2322","no","no",154.6,1,"False."
"2324","no","no",165.4,1,"False."
"2325","no","no",143.3,4,"True."
"2327","no","no",253.5,0,"False."
"2328","no","no",167.1,6,"True."
"2329","no","no",168.3,1,"False."
"2331","no","no",135.4,1,"False."
"2332","no","yes",191.4,1,"False."
"2333","no","no",158.7,1,"False."
"2334","no","no",144.8,2,"False."
"2336","yes","no",157.8,3,"True."
"2337","no","yes",163,1,"False."
"2339","no","no",129,2,"False."
"2340","no","no",86,1,"False."
"2341","no","yes",193.9,0,"False."
"2343","no","no",188.9,2,"False."
"2344","yes","no",179.9,1,"True."
"2350","no","no",207.7,0,"False."
"2351","no","no",169.5,0,"False."
"2352","no","no",141.5,2,"False."
"2353","no","no",154.8,0,"False."
"2355","no","no",273.2,2,"True."
"2356","no","no",224.6,2,"False."
"2357","no","no",273.8,2,"True."
"2358","no","no",159.5,1,"True."
"2360","no","yes",115.4,1,"False."
"2362","no","no",116.4,3,"False."
"2364","no","no",129.4,0,"False."
"2365","no","yes",161.8,0,"False."
"2366","no","yes",198.8,1,"False."
"2367","no","yes",147.8,1,"False."
"2368","no","no",262.3,3,"False."
"2372","no","no",191.9,1,"False."
"2373","no","no",187.8,2,"False."
"2374","no","no",259.7,0,"False."
"2375","yes","no",180.4,0,"False."
"2380","no","no",164.3,2,"False."
"2381","no","no",228.6,9,"True."
"2382","no","yes",200.4,1,"False."
"2383","no","no",154.3,0,"False."
"2384","no","yes",122.9,2,"False."
"2387","yes","no",202,2,"True."
"2389","no","no",297.9,1,"True."
"2391","no","no",145.6,0,"False."
"2392","no","yes",152.9,2,"False."
"2393","no","no",125.4,1,"False."
"2395","no","no",189.3,3,"False."
"2396","no","no",199.3,4,"False."
"2397","yes","no",247.5,2,"False."
"2398","no","no",294.9,1,"True."
"2399","no","no",175.4,1,"False."
"2400","no","no",179.4,1,"False."
"2401","yes","yes",126.8,0,"False."
"2402","yes","no",239.7,1,"True."
"2403","no","yes",143,5,"True."
"2404","no","no",91.9,2,"False."
"2405","no","no",210.4,1,"False."
"2406","no","yes",201.3,1,"True."
"2410","no","yes",86.5,2,"False."
"2411","no","no",109.9,0,"False."
"2412","no","no",156,1,"False."
"2413","no","no",326.3,1,"True."
"2414","no","no",195,0,"False."
"2416","no","no",147.1,5,"True."
"2417","no","no",156,2,"False."
"2418","no","no",98.2,2,"False."
"2419","no","no",210.6,0,"False."
"2421","yes","no",159.9,2,"True."
"2423","no","yes",115.4,2,"False."
"2426","no","yes",105.3,2,"False."
"2427","no","no",111.7,1,"False."
"2430","no","yes",238,2,"False."
"2432","no","yes",171.2,1,"False."
"2433","no","no",109,4,"True."
"2434","no","no",220,2,"False."
"2435","no","no",55.6,0,"False."
"2437","no","no",207.6,1,"False."
"2439","no","no",197.2,2,"False."
"2441","no","no",205.2,0,"False."
"2442","no","yes",193.1,1,"False."
"2443","no","yes",232.6,3,"False."
"2444","no","no",102.7,0,"False."
"2445","no","yes",263.1,5,"False."
"2446","no","no",197,1,"False."
"2447","no","no",169.3,2,"False."
"2448","no","no",201.5,1,"False."
"2449","no","no",251,3,"False."
"2450","no","no",230.4,3,"False."
"2452","no","no",279.5,2,"True."
"2453","no","no",173.4,1,"False."
"2454","no","yes",214.4,1,"False."
"2455","no","no",96.1,1,"False."
"2456","no","no",101.4,1,"False."
"2457","no","no",232.5,4,"False."
"2458","no","yes",174.5,1,"False."
"2459","no","yes",224,1,"False."
"2460","no","no",211.1,4,"False."
"2462","no","no",220,0,"False."
"2465","no","yes",96.5,1,"False."
"2466","no","no",183.5,3,"False."
"2467","no","yes",107.9,0,"False."
"2468","yes","no",161,1,"False."
"2469","yes","yes",146.8,1,"True."
"2470","no","no",149.2,3,"False."
"2471","no","no",227.8,3,"False."
"2472","no","yes",160.3,0,"False."
"2473","no","no",137.8,1,"True."
"2475","no","yes",196.4,0,"False."
"2476","no","no",175.2,1,"False."
"2478","no","no",173.9,1,"False."
"2479","no","yes",305.2,1,"False."
"2480","yes","yes",162.3,3,"True."
"2481","yes","no",150,3,"False."
"2485","no","yes",116.9,0,"False."
"2486","no","yes",236.7,1,"False."
"2487","no","no",173.2,0,"False."
"2488","no","no",152.2,0,"False."
"2489","no","no",181.3,0,"False."
"2490","no","no",167.8,4,"True."
"2491","no","no",175.4,1,"False."
"2493","no","no",203.3,0,"False."
"2494","no","no",92.6,5,"True."
"2496","no","no",160.8,1,"False."
"2497","no","yes",141.8,1,"False."
"2498","no","yes",50.6,2,"False."
"2499","no","no",134.9,1,"False."
"2500","no","no",252.1,1,"False."
"2501","no","yes",215.5,1,"False."
"2502","no","no",124.8,0,"False."
"2503","no","no",178.7,2,"False."
"2505","no","no",167.5,1,"False."
"2506","no","no",147.1,3,"False."
"2507","no","no",230.1,1,"False."
"2508","no","no",135.8,0,"False."
"2509","no","yes",205.7,2,"False."
"2511","no","no",189.3,2,"False."
"2512","no","no",147.2,3,"False."
"2513","no","yes",137.3,0,"False."
"2514","no","no",70.7,2,"False."
"2516","no","no",123.1,5,"True."
"2517","no","yes",129.7,2,"False."
"2518","yes","no",198.7,0,"False."
"2520","no","no",135.2,2,"False."
"2521","no","yes",124.7,1,"False."
"2526","no","no",174,0,"False."
"2531","no","no",265.2,2,"False."
"2532","no","no",143.3,1,"False."
"2533","no","no",190.3,2,"False."
"2535","no","no",115.3,1,"False."
"2536","no","no",113,2,"True."
"2538","no","no",215.6,3,"False."
"2539","no","no",128.8,1,"False."
"2540","yes","yes",211.2,3,"True."
"2541","no","yes",71.2,1,"False."
"2542","no","no",94.9,2,"False."
"2543","no","no",259.4,1,"True."
"2545","no","no",97.5,3,"False."
"2546","no","no",146.5,0,"False."
"2547","no","no",157.9,2,"False."
"2548","no","no",139.9,2,"False."
"2549","no","yes",153.2,1,"False."
"2550","yes","no",103.5,2,"False."
"2553","no","no",236.6,1,"False."
"2554","no","no",260.4,6,"False."
"2555","no","no",167.3,2,"False."
"2556","no","no",182.2,2,"False."
"2557","no","no",113,2,"False."
"2558","no","no",185.7,0,"False."
"2559","no","no",136.2,0,"False."
"2561","no","no",197.3,1,"False."
"2562","no","yes",141.4,1,"False."
"2565","no","no",153.2,1,"False."
"2566","no","no",108.3,0,"False."
"2567","no","no",168.6,2,"False."
"2569","yes","no",224.2,3,"False."
"2570","no","no",166.9,3,"False."
"2572","no","no",190.9,2,"False."
"2573","no","no",317.8,1,"True."
"2575","no","no",146,1,"False."
"2577","no","yes",193.4,2,"False."
"2578","no","no",185.1,2,"False."
"2580","no","no",146.4,1,"False."
"2582","no","no",123.2,4,"True."
"2583","no","no",205,2,"False."
"2584","no","no",128.7,1,"False."
"2585","no","no",216.9,3,"False."
"2586","no","no",150,3,"False."
"2587","no","no",164.1,1,"False."
"2588","no","no",212,3,"False."
"2589","no","yes",167.3,2,"False."
"2591","no","yes",177.3,3,"False."
"2592","no","no",231.2,1,"True."
"2593","no","no",202.9,5,"False."
"2595","yes","no",345.3,1,"True."
"2596","no","no",264.9,1,"True."
"2598","no","no",177.2,2,"False."
"2599","no","no",133.1,1,"False."
"2602","no","yes",173.1,1,"False."
"2605","no","no",208.3,3,"False."
"2607","no","no",224.2,1,"True."
"2608","no","no",189.3,3,"False."
"2609","no","yes",168.3,4,"False."
"2610","no","yes",232.9,1,"False."
"2611","no","yes",155,1,"False."
"2612","no","no",154.4,0,"False."
"2613","no","no",234.7,2,"False."
"2614","no","no",240,1,"False."
"2615","yes","no",298.4,0,"True."
"2617","no","yes",111.6,0,"False."
"2618","no","no",174.5,2,"False."
"2619","yes","yes",175.5,1,"False."
"2620","yes","yes",157.5,3,"True."
"2621","no","no",206.2,1,"False."
"2623","no","yes",144.8,4,"False."
"2624","no","no",258.8,2,"False."
"2625","no","no",226.9,0,"True."
"2628","no","no",150.8,1,"False."
"2629","no","no",221,4,"False."
"2630","no","yes",322.4,1,"True."
"2631","no","no",153.6,2,"False."
"2632","no","yes",215.1,2,"False."
"2633","no","yes",174.4,1,"False."
"2635","no","no",123.1,2,"False."
"2636","no","no",165.7,1,"False."
"2638","no","no",154.8,3,"False."
"2640","no","yes",184.2,1,"False."
"2641","no","yes",274.7,3,"False."
"2643","yes","yes",151.5,1,"False."
"2644","no","no",124.8,3,"False."
"2645","no","no",179.2,0,"False."
"2648","no","no",288,0,"True."
"2650","no","no",216.1,1,"False."
"2651","no","no",138.7,2,"False."
"2656","no","no",219.2,1,"False."
"2657","no","no",227,2,"False."
"2658","no","no",245.9,3,"False."
"2659","no","no",257.3,0,"False."
"2660","no","no",121.1,2,"False."
"2661","no","no",301.5,4,"True."
"2664","no","no",169.8,2,"False."
"2666","yes","no",116.2,3,"False."
"2667","yes","no",255.9,1,"True."
"2668","no","yes",187.7,3,"False."
"2669","no","yes",195.9,0,"False."
"2670","no","no",129.4,2,"False."
"2672","no","no",140.5,2,"False."
"2674","no","no",224.9,3,"True."
"2676","no","no",207.8,0,"False."
"2677","no","no",205.9,0,"False."
"2678","no","no",308.6,4,"True."
"2679","no","no",242.6,2,"False."
"2680","no","no",229.6,1,"False."
"2681","no","yes",166,2,"False."
"2682","no","no",144.8,0,"True."
"2684","no","no",221.8,1,"False."
"2685","no","no",204.6,2,"False."
"2689","no","no",166.4,1,"False."
"2690","no","no",177.9,0,"False."
"2691","no","no",235.1,3,"False."
"2693","yes","no",268.4,1,"False."
"2694","no","no",192.1,3,"False."
"2695","no","no",240.7,0,"True."
"2696","no","no",179.9,2,"False."
"2697","no","no",314.1,3,"True."
"2698","no","yes",162,0,"False."
"2700","no","no",109.4,0,"False."
"2701","no","no",255.1,3,"True."
"2702","yes","no",208.7,3,"False."
"2703","no","yes",214.6,1,"False."
"2704","no","no",49.2,1,"False."
"2705","no","no",141.3,2,"False."
"2706","no","no",253.2,4,"False."
"2707","no","no",206,0,"False."
"2708","no","no",40.4,2,"False."
"2709","no","no",291.2,1,"True."
"2710","no","yes",71.2,0,"False."
"2711","no","no",261.8,0,"True."
"2712","no","no",191.3,1,"False."
"2713","no","no",133.3,0,"False."
"2714","no","yes",183.6,2,"False."
"2715","no","yes",155.2,1,"False."
"2716","no","yes",283.1,1,"False."
"2719","no","no",203.4,1,"False."
"2720","no","yes",178.1,1,"False."
"2721","no","no",195.9,1,"False."
"2723","no","no",136.1,2,"False."
"2724","no","yes",114.1,2,"False."
"2725","no","no",279.1,2,"True."
"2726","no","no",169.3,0,"False."
"2727","no","no",214.4,2,"False."
"2728","yes","no",255.8,0,"False."
"2729","no","no",148.2,2,"False."
"2730","no","no",119.3,2,"False."
"2735","yes","yes",175.3,1,"False."
"2736","yes","yes",169,0,"True."
"2738","no","no",184.1,1,"False."
"2741","no","no",189.8,0,"False."
"2742","no","no",223.2,1,"False."
"2743","no","yes",216,2,"False."
"2744","no","no",198.5,2,"False."
"2745","no","no",159.5,1,"False."
"2746","no","yes",105,2,"True."
"2747","no","no",204.5,3,"False."
"2748","no","no",274,0,"True."
"2749","no","no",158.7,2,"False."
"2751","no","no",137.8,1,"False."
"2752","no","no",179.4,0,"False."
"2753","no","yes",139.3,3,"False."
"2754","no","no",7.8,2,"False."
"2755","no","yes",183.1,1,"False."
"2759","no","no",177.4,0,"False."
"2760","no","no",115.6,1,"False."
"2761","yes","no",237.3,0,"True."
"2762","no","no",181.5,1,"False."
"2763","no","no",51.5,3,"False."
"2765","no","yes",245,2,"False."
"2766","no","no",131.7,1,"False."
"2767","yes","no",111.1,1,"False."
"2768","no","yes",88.5,3,"False."
"2769","no","yes",116,1,"False."
"2770","no","no",155.5,1,"False."
"2771","no","yes",106.5,2,"False."
"2772","no","yes",175.2,1,"False."
"2773","no","no",154.7,4,"True."
"2775","yes","yes",218.4,0,"True."
"2776","no","yes",227.5,1,"False."
"2777","no","yes",185,0,"False."
"2778","no","no",186.8,2,"False."
"2781","no","no",185.9,3,"False."
"2782","no","no",222.5,2,"False."
"2783","no","no",201.1,3,"False."
"2784","no","yes",167.9,1,"False."
"2785","no","no",239.1,3,"True."
"2786","no","no",175.7,5,"True."
"2787","no","yes",111.2,6,"True."
"2788","no","no",87.7,1,"False."
"2789","no","no",244.1,0,"False."
"2790","no","yes",165,2,"False."
"2791","no","yes",127.4,0,"False."
"2792","no","no",194.8,0,"False."
"2793","no","no",54.7,1,"False."
"2794","no","yes",283.4,2,"False."
"2795","yes","no",258,0,"True."
"2796","no","no",90.5,1,"False."
"2797","no","no",235.6,0,"False."
"2798","no","no",142.5,2,"False."
"2800","no","no",214.8,3,"False."
"2802","no","no",139,4,"False."
"2803","no","no",117.3,2,"False."
"2804","no","no",264,3,"False."
"2805","no","no",82.6,1,"False."
"2806","yes","yes",175.8,1,"False."
"2807","no","no",220.4,2,"False."
"2808","no","no",217,2,"False."
"2809","no","yes",129,1,"False."
"2810","no","no",150.5,1,"False."
"2811","no","yes",193.3,0,"False."
"2812","no","no",189.5,2,"False."
"2813","no","yes",137.8,2,"False."
"2814","no","no",129.3,3,"False."
"2815","no","no",115.6,1,"False."
"2816","no","yes",221.9,2,"False."
"2818","no","no",61.3,1,"False."
"2819","yes","no",183.8,1,"False."
"2820","no","no",167.4,0,"True."
"2822","no","no",252,0,"False."
"2823","yes","no",163.1,0,"False."
"2824","no","no",198.3,2,"False."
"2825","no","no",324.7,0,"True."
"2826","no","no",128.3,2,"False."
"2827","no","no",187.9,2,"False."
"2828","no","no",129.2,5,"True."
"2829","yes","no",125.5,4,"True."
"2830","no","yes",257.2,1,"False."
"2832","no","no",175.1,1,"False."
"2834","no","no",271.6,2,"False."
"2835","no","no",219.9,1,"False."
"2836","no","yes",183.3,3,"False."
"2837","no","no",101.1,2,"False."
"2838","no","no",203.3,1,"False."
"2839","no","yes",175.4,2,"False."
"2841","no","yes",171.6,0,"False."
"2843","no","yes",211.9,0,"False."
"2844","no","no",63.7,1,"False."
"2848","yes","yes",173,0,"False."
"2849","no","no",224.9,0,"False."
"2850","no","no",237.7,1,"False."
"2851","no","no",137,2,"False."
"2852","no","no",142.5,2,"False."
"2853","no","no",142.4,1,"False."
"2854","no","yes",147,2,"False."
"2856","no","no",149.2,1,"False."
"2857","no","no",204.4,0,"False."
"2858","no","no",216.8,1,"False."
"2859","no","yes",308,1,"False."
"2860","no","no",58,0,"False."
"2861","no","no",173.2,2,"False."
"2863","no","yes",58.9,0,"False."
"2864","no","no",236.8,3,"False."
"2865","no","no",228.9,0,"False."
"2866","no","yes",90,2,"True."
"2867","no","no",146.7,2,"False."
"2869","yes","no",162.8,0,"True."
"2872","no","no",212.3,2,"False."
"2873","no","no",151,2,"False."
"2875","no","no",296,0,"True."
"2877","no","no",234.4,3,"False."
"2878","no","no",176.8,2,"False."
"2879","no","yes",157.3,0,"False."
"2880","no","yes",146.6,1,"False."
"2881","no","no",260.5,1,"False."
"2884","no","no",209.4,1,"False."
"2885","no","no",285.7,1,"True."
"2887","no","no",144.4,1,"False."
"2889","no","yes",77.6,1,"False."
"2891","no","no",240.8,0,"False."
"2893","no","yes",138.8,1,"False."
"2894","no","yes",209.8,0,"False."
"2895","no","no",134.9,3,"False."
"2896","yes","no",164,0,"False."
"2897","no","no",245.5,1,"False."
"2899","no","no",90.7,2,"False."
"2900","no","yes",190.3,1,"False."
"2902","no","yes",89.8,4,"True."
"2903","no","yes",252.4,2,"False."
"2906","no","no",155.2,3,"False."
"2907","no","yes",165.8,1,"False."
"2908","no","no",209.4,0,"False."
"2909","no","no",279.3,2,"True."
"2910","no","no",174.1,2,"False."
"2912","yes","no",256.5,1,"False."
"2914","no","no",139.6,1,"False."
"2916","no","no",210.1,4,"False."
"2918","no","no",202.6,0,"False."
"2919","no","no",174.4,4,"False."
"2920","no","no",210.6,0,"False."
"2921","no","no",121.5,1,"False."
"2922","no","no",127.8,2,"False."
"2923","no","no",135.2,2,"False."
"2924","no","no",99.4,2,"False."
"2925","no","no",276.9,1,"True."
"2926","no","no",163.4,2,"True."
"2928","no","yes",120.5,1,"False."
"2929","no","no",184.1,2,"False."
"2930","no","no",185,3,"False."
"2931","no","no",160.9,1,"False."
"2932","no","no",207.6,2,"False."
"2933","no","no",209.2,1,"False."
"2934","yes","no",158.4,1,"False."
"2935","no","no",149,2,"True."
"2936","no","no",204.5,0,"False."
"2938","no","yes",108.6,0,"False."
"2940","no","no",166.5,0,"False."
"2941","no","no",156.2,1,"False."
"2942","no","yes",225.2,4,"False."
"2943","yes","no",287.4,1,"True."
"2944","no","yes",175.3,0,"False."
"2946","no","no",157.9,0,"False."
"2948","no","no",245.8,1,"True."
"2949","yes","no",177.7,1,"False."
"2950","yes","no",250.8,2,"False."
"2951","no","no",117.8,0,"True."
"2953","no","no",242.2,5,"True."
"2954","no","no",163.4,7,"False."
"2956","no","no",128.7,1,"False."
"2957","no","no",81.6,1,"False."
"2958","no","yes",207.7,1,"False."
"2959","no","no",128.6,6,"True."
"2961","no","no",182.1,5,"True."
"2962","no","yes",168,6,"True."
"2964","no","yes",183.8,0,"False."
"2965","no","no",256.4,3,"True."
"2966","no","no",180.2,1,"False."
"2967","no","no",227.8,1,"False."
"2968","no","yes",147.8,0,"False."
"2969","no","no",234.9,1,"True."
"2970","no","no",110.9,2,"False."
"2971","no","yes",124.5,1,"False."
"2972","yes","no",233.5,0,"True."
"2973","no","yes",197.3,2,"True."
"2974","no","no",58.2,0,"False."
"2975","no","no",212.7,1,"False."
"2976","no","no",151.5,0,"False."
"2977","yes","no",146.3,1,"False."
"2978","no","no",195.1,0,"False."
"2980","no","no",135.7,7,"True."
"2981","no","no",225.9,3,"True."
"2982","no","no",122.2,1,"False."
"2983","no","no",153.3,2,"False."
"2984","no","no",214,1,"False."
"2985","no","no",194.8,1,"False."
"2986","no","no",206.7,3,"False."
"2988","yes","no",122.3,3,"True."
"2991","no","yes",172.9,1,"False."
"2992","yes","no",156.4,1,"False."
"2993","no","yes",128.1,1,"False."
"2994","no","no",196.6,1,"False."
"2996","no","yes",194.9,2,"False."
"2997","no","yes",44.9,1,"False."
"2998","no","yes",262.8,0,"False."
"2999","no","no",211.2,0,"False."
"3000","no","no",204,1,"False."
"3001","no","no",223.2,3,"False."
"3002","no","no",119,1,"False."
"3003","no","no",266.1,3,"True."
"3004","no","no",134.4,1,"False."
"3006","no","no",170.5,2,"False."
"3007","no","no",178.5,1,"False."
"3009","no","yes",232.8,0,"False."
"3010","no","yes",239.9,5,"False."
"3012","no","yes",153.5,1,"False."
"3013","no","no",109.8,1,"False."
"3014","no","no",196.1,2,"False."
"3015","no","no",166.8,0,"False."
"3016","no","yes",113.2,2,"False."
"3017","no","no",203,1,"False."
"3018","no","no",242.8,5,"False."
"3019","no","no",156.5,2,"False."
"3020","no","no",266.7,3,"True."
"3025","no","no",118.6,1,"False."
"3026","no","yes",197.6,2,"False."
"3027","no","yes",210.3,6,"False."
"3028","no","yes",220.3,4,"False."
"3029","no","no",150,1,"False."
"3030","no","yes",161.7,0,"False."
"3031","no","no",191.4,3,"False."
"3033","no","no",109.4,1,"False."
"3034","no","no",144.1,1,"False."
"3035","no","yes",248.9,1,"False."
"3036","no","no",85.7,4,"True."
"3039","no","yes",110,2,"False."
"3041","no","no",145.6,0,"False."
"3043","no","no",216.8,0,"False."
"3044","no","no",201.9,1,"False."
"3045","no","no",146.4,1,"False."
"3046","no","no",272.7,2,"True."
"3050","no","no",130.6,3,"False."
"3051","no","no",158.4,4,"True."
"3052","no","no",166.5,1,"False."
"3053","no","no",129.3,2,"False."
"3057","no","no",263.4,2,"False."
"3058","no","no",94.2,1,"False."
"3062","no","no",222,2,"False."
"3063","no","yes",222.8,0,"False."
"3064","no","yes",190,1,"False."
"3065","no","no",271.8,4,"True."
"3066","no","yes",195.4,3,"False."
"3067","no","no",199.6,3,"False."
"3069","no","yes",160.6,2,"False."
"3070","no","yes",158.7,1,"False."
"3071","no","no",154.5,3,"True."
"3072","no","yes",192.3,1,"False."
"3073","no","no",305.1,0,"True."
"3074","no","yes",193,2,"False."
"3075","no","no",72.5,1,"False."
"3076","no","yes",105.2,2,"False."
"3078","no","yes",214.7,0,"False."
"3079","no","no",86.8,1,"False."
"3080","no","no",131.5,5,"True."
"3081","no","no",135.4,0,"False."
"3082","no","no",174.3,6,"False."
"3083","no","no",203.9,3,"False."
"3084","no","no",235.5,0,"False."
"3085","no","no",157,2,"False."
"3086","yes","no",111.9,3,"False."
"3087","yes","no",236.3,3,"False."
"3088","no","no",163.6,0,"False."
"3089","no","yes",213.6,1,"False."
"3090","no","yes",143.4,3,"False."
"3092","no","no",97.1,1,"False."
"3094","no","no",226.3,2,"True."
"3095","no","no",133.8,1,"False."
"3096","no","yes",190.3,1,"False."
"3098","no","no",185.4,2,"False."
"3099","no","no",179.5,0,"False."
"3100","no","no",158,0,"False."
"3102","no","yes",134.2,1,"False."
"3103","no","yes",125.2,3,"False."
"3104","no","no",195.9,2,"False."
"3105","no","yes",214.2,0,"False."
"3106","no","no",221.1,0,"False."
"3107","no","yes",132,1,"False."
"3108","no","no",157.6,1,"False."
"3109","no","yes",110.3,2,"False."
"3110","yes","no",161.5,0,"False."
"3111","no","yes",171.8,1,"False."
"3113","no","no",139.3,7,"True."
"3115","no","no",139,0,"False."
"3116","no","no",234.8,4,"False."
"3117","no","no",187.6,1,"False."
"3119","no","yes",177.1,1,"False."
"3120","no","no",117.9,0,"False."
"3121","no","yes",247.6,2,"False."
